DaqName,CFS.Accelerator.Pedal.Position,CFS.Brake.Pedal.Force,CFS.Steering.Wheel.Angle,SCC.Lane.Deviation.2,SCC.LogStreams.2,SCC.LogStreams.5,SCC.MenuSearch,VDS.Veh.Heading,VDS.Veh.Speed,VDS.Veh.Heading.Fixed,DosingLevel
20130214090328.mat,0.449098467826843,0.07308229804039,-0.131834983825684,-1.18861639499664,203,22,16,179.995529174805,62.340126037597706,269.99554443359403,ZP
20130214090328.mat,0.44946095347404497,0.0920658484101295,-0.131834983825684,-1.18672776222229,203,22,16,179.997695922852,62.3581390380859,269.997680664062,ZP
20130214090328.mat,0.44987204670906106,0.0540989711880684,-0.131834983825684,-1.18484139442444,203,22,16,179.999420166016,62.376136779785206,269.999420166016,ZP
20130214090328.mat,0.449478000402451,0.0446070805191994,-0.131834983825684,-1.1829552650451698,203,22,16,180.001434326172,62.394126892089794,270.001434326172,ZP
20130214090328.mat,0.44906786084175104,0.0351154170930386,-0.131834983825684,-1.18302047252655,203,22,16,180.003860473633,62.4120941162109,270.00384521484403,ZP
20130214090328.mat,0.449042201042175,0.07308229804039,-0.131834983825684,-1.1811283826828,203,22,16,180.006195068359,62.4300537109375,270.006195068359,ZP
20130214090328.mat,0.449411153793335,0.0825739577412605,-0.131834983825684,-1.1792315244674698,203,22,16,180.00831604003898,62.447994232177706,270.00830078125,ZP
20130214090328.mat,0.4495232105255129,0.0256237555295229,-0.175779983401299,-1.1773294210433998,203,22,16,180.01026916503898,62.4659271240234,270.01025390625,ZP
20130214090328.mat,0.44900953769683793,0.0351154170930386,-0.175779983401299,-1.17542243003845,203,22,16,180.012512207031,62.483848571777294,270.01251220703097,ZP
20130214090328.mat,0.448830395936966,0.0920658484101295,-0.175779983401299,-1.17351078987122,203,22,16,180.01512145996102,62.5017509460449,270.01513671875,ZP
20130214090328.mat,0.449255377054214,0.07308229804039,-0.219724982976913,-1.17159461975098,203,22,16,180.017669677734,62.5196418762207,270.017669677734,ZP
20130214090328.mat,0.449455380439758,0.10155751556158099,-0.219724982976913,-1.1716282367706299,203,22,16,180.01985168457,62.53752136230471,270.01983642578097,ZP
20130214090328.mat,0.44904783368110707,0.0446070805191994,-0.219724982976913,-1.16970705986023,203,22,16,180.021896362305,62.555381774902294,270.02191162109403,ZP
20130214090328.mat,0.44889807701110795,0.07308229804039,-0.219724982976913,-1.1677854061126698,203,22,16,180.02488708496102,62.5732345581055,270.02490234375,ZP
20130214090328.mat,0.44919371604919395,0.0825739577412605,-0.175779983401299,-1.16781687736511,203,22,16,180.028274536133,62.5910797119141,270.02825927734403,ZP
20130214090328.mat,0.44953927397728005,0.10155751556158099,-0.175779983401299,-1.1658947467803997,203,22,16,180.030334472656,62.6088981628418,270.03033447265597,ZP
20130214090328.mat,0.449707061052322,0.0446070805191994,-0.175779983401299,-1.1639758348465,203,22,16,180.032012939453,62.626708984375,270.032012939453,ZP
20130214090328.mat,0.44948378205299394,0.0256237555295229,-0.131834983825684,-1.1640138626098602,203,22,16,180.034362792969,62.644504547119105,270.03436279296903,ZP
20130214090328.mat,0.449180155992508,0.0635906308889389,-0.131834983825684,-1.1621005535125701,203,22,16,180.03709411621102,62.6622924804688,270.037109375,ZP
20130214090328.mat,0.44910410046577504,0.0825739577412605,-0.0878899917006493,-1.1621396541595501,203,22,16,180.039688110352,62.6800651550293,270.039672851562,ZP
20130214090328.mat,0.449141353368759,0.0825739577412605,-0.0878899917006493,-1.16022205352783,203,22,16,180.041854858398,62.697818756103494,270.041870117188,ZP
20130214090328.mat,0.449189424514771,0.0540989711880684,-0.0439449958503246,-1.16025221347809,203,22,16,180.04362487793,62.7155647277832,270.04364013671903,ZP
20130214090328.mat,0.44906666874885603,0.0635906308889389,-0.0439449958503246,-1.1583223342895501,203,22,16,180.045562744141,62.7332954406738,270.045562744141,ZP
20130214090328.mat,0.449069947004318,0.0540989711880684,-0.0439449958503246,-1.15833735466003,203,22,16,180.047912597656,62.7510185241699,270.04791259765597,ZP
20130214090328.mat,0.44900548458099393,0.0635906308889389,-0.0439449958503246,-1.1583425998687702,203,22,16,180.049011230469,62.7598686218262,270.04901123046903,ZP
20130214090328.mat,0.449007779359818,0.0825739577412605,-0.0439449958503246,-1.15638470649719,203,22,16,180.05207824707,62.7864112854004,270.05206298828097,ZP
20130214090328.mat,0.44921350479126,0.07308229804039,-0.0439449958503246,-1.1563788652420002,203,22,16,180.054061889648,62.8041000366211,270.054077148438,ZP
20130214090328.mat,0.4493914842605589,0.07308229804039,-0.0439449958503246,-1.1563493013382,203,22,16,180.055938720703,62.8217697143555,270.055938720703,ZP
20130214090328.mat,0.44933068752288796,0.07308229804039,-0.0439449958503246,-1.1563228368759197,203,22,16,180.057678222656,62.839420318603494,270.05767822265597,ZP
20130214090328.mat,0.44914078712463396,0.0540989711880684,-0.0878899917006493,-1.15629398822784,203,22,16,180.059463500977,62.857059478759794,270.059448242188,ZP
20130214090328.mat,0.44916138052940396,0.07308229804039,-0.0878899917006493,-1.1543116569519,203,22,16,180.062698364258,62.874683380127,270.06268310546903,ZP
20130214090328.mat,0.44936513900756797,0.07308229804039,-0.0878899917006493,-1.1542831659317,203,22,16,180.06530761718798,62.892303466796896,270.065307617188,ZP
20130214090328.mat,0.44966053962707503,0.0540989711880684,-0.0878899917006493,-1.1542582511901898,203,22,16,180.066543579102,62.9099044799805,270.066528320312,ZP
20130214090328.mat,0.449357360601425,0.0446070805191994,-0.131834983825684,-1.1542432308197,203,22,16,180.068069458008,62.9274826049805,270.06805419921903,ZP
20130214090328.mat,0.449111193418503,0.0635906308889389,-0.131834983825684,-1.15423917770386,203,22,16,180.07080078125,62.945064544677706,270.07080078125,ZP
20130214090328.mat,0.44926524162292497,0.11104917526245099,-0.175779983401299,-1.15424501895905,203,22,16,180.073883056641,62.962619781494105,270.073883056641,ZP
20130214090328.mat,0.449626088142395,0.07308229804039,-0.175779983401299,-1.15426015853882,203,22,16,180.076126098633,62.9801712036133,270.07611083984403,ZP
20130214090328.mat,0.44997620582580605,0.0446070805191994,-0.131834983825684,-1.15428423881531,203,22,16,180.077743530273,62.9977035522461,270.077758789062,ZP
20130214090328.mat,0.4493095874786379,0.0446070805191994,-0.131834983825684,-1.15431678295135,203,22,16,180.079772949219,63.015220642089794,270.07977294921903,ZP
20130214090328.mat,0.44890245795249895,0.07308229804039,-0.131834983825684,-1.1543552875518799,203,22,16,180.08239746093798,63.0327377319336,270.082397460938,ZP
20130214090328.mat,0.449096411466599,0.0825739577412605,-0.131834983825684,-1.15439689159393,203,22,16,180.084869384766,63.050235748290994,270.084869384766,ZP
20130214090328.mat,0.44934156537055997,0.0825739577412605,-0.0878899917006493,-1.15639185905457,203,22,16,180.08665466308602,63.067722320556605,270.086669921875,ZP
20130214090328.mat,0.449439734220505,0.0635906308889389,-0.0439449958503246,-1.15643179416656,203,22,16,180.08815002441398,63.0851936340332,270.088134765625,ZP
20130214090328.mat,0.4492041170597079,0.0351154170930386,-0.0439449958503246,-1.15646719932556,203,22,16,180.090026855469,63.102653503418,270.09002685546903,ZP
20130214090328.mat,0.44930580258369396,0.0540989711880684,0.0,-1.1564952135086102,203,22,16,180.091934204102,63.120113372802706,270.091918945312,ZP
20130214090328.mat,0.449057340621948,0.0920658484101295,0.0439449995756149,-1.1584661006927501,203,22,16,180.093444824219,63.1375541687012,270.09344482421903,ZP
20130214090328.mat,0.448729991912842,0.0920658484101295,0.0878899991512299,-1.15847182273865,203,22,16,180.09455871582,63.1549758911133,270.09454345703097,ZP
20130214090328.mat,0.44890609383583097,0.07308229804039,0.13183499872684498,-1.15846431255341,203,22,16,180.095657348633,63.1723976135254,270.09564208984403,ZP
20130214090328.mat,0.449220091104507,0.17749126255512196,0.17577999830245997,-1.160395860672,203,22,16,180.09651184082,63.1897964477539,270.09649658203097,ZP
20130214090328.mat,0.449339956045151,0.0446070805191994,0.219724997878075,-1.1603595018386799,203,22,16,180.09788513183602,63.207191467285206,270.097900390625,ZP
20130214090328.mat,0.449016839265823,0.07308229804039,0.26366999745368996,-1.1622618436813401,203,22,16,180.099670410156,63.224571228027294,270.09967041015597,ZP
20130214090328.mat,0.449004918336868,0.0825739577412605,0.26366999745368996,-1.16219627857208,203,22,16,180.10011291503898,63.2419357299805,270.10009765625,ZP
20130214090328.mat,0.449598997831345,0.0825739577412605,0.30761498212814303,-1.16407465934753,203,22,16,180.100158691406,63.2592926025391,270.10015869140597,ZP
20130214090328.mat,0.4500680863857271,0.0635906308889389,0.30761498212814303,-1.1639944314956698,203,22,16,180.100509643555,63.2766265869141,270.10052490234403,ZP
20130214090328.mat,0.449602454900742,0.0351154170930386,0.30761498212814303,-1.1658641099929798,203,22,16,180.10124206543,63.2939529418945,270.10125732421903,ZP
20130214090328.mat,0.448983907699585,0.0540989711880684,0.30761498212814303,-1.1657785177230802,203,22,16,180.102020263672,63.3112640380859,270.102020263672,ZP
20130214090328.mat,0.44912394881248496,0.0825739577412605,0.30761498212814303,-1.16764509677887,203,22,16,180.10241699218798,63.3285598754883,270.102416992188,ZP
20130214090328.mat,0.449621707201004,0.07308229804039,0.30761498212814303,-1.16755843162537,203,22,16,180.102447509766,63.345851898193395,270.102447509766,ZP
20130214090328.mat,0.44974663853645297,0.0351154170930386,0.30761498212814303,-1.16942691802979,203,22,16,180.102584838867,63.363121032714794,270.10260009765597,ZP
20130214090328.mat,0.449202507734299,0.0540989711880684,0.26366999745368996,-1.17129850387573,203,22,16,180.103088378906,63.3803863525391,270.10308837890597,ZP
20130214090328.mat,0.448946952819824,0.0351154170930386,0.26366999745368996,-1.17122066020966,203,22,16,180.103576660156,63.397640228271506,270.10357666015597,ZP
20130214090328.mat,0.449241876602173,0.0540989711880684,0.30761498212814303,-1.17310011386871,203,22,16,180.103546142578,63.414878845214794,270.103546142578,ZP
20130214090328.mat,0.44926461577415505,0.0351154170930386,0.26366999745368996,-1.1749851703643799,203,22,16,180.103073120117,63.432102203369105,270.10308837890597,ZP
20130214090328.mat,0.44897866249084495,0.0635906308889389,0.26366999745368996,-1.17687594890594,203,22,16,180.103088378906,63.4493217468262,270.10308837890597,ZP
20130214090328.mat,0.448976039886475,0.0920658484101295,0.26366999745368996,-1.1768177747726398,203,22,16,180.103561401367,63.466526031494105,270.10357666015597,ZP
20130214090328.mat,0.449362725019455,0.0446070805191994,0.26366999745368996,-1.17871487140656,203,22,16,180.10374450683602,63.4837226867676,270.103759765625,ZP
20130214090328.mat,0.44933679699897794,0.0256237555295229,0.26366999745368996,-1.18061351776123,203,22,16,180.103454589844,63.500904083252,270.10345458984403,ZP
20130214090328.mat,0.448945283889771,0.07308229804039,0.26366999745368996,-1.18251311779022,203,22,16,180.10319519043,63.518070220947294,270.10321044921903,ZP
20130214090328.mat,0.449051290750504,0.11104917526245099,0.26366999745368996,-1.18246042728424,203,22,16,180.103378295898,63.5352249145508,270.103393554688,ZP
20130214090328.mat,0.44955649971962,0.07308229804039,0.26366999745368996,-1.18436074256897,203,22,16,180.103546142578,63.552371978759794,270.103546142578,ZP
20130214090328.mat,0.44984734058380105,0.0540989711880684,0.219724997878075,-1.1862609386444098,203,22,16,180.103378295898,63.5694999694824,270.103393554688,ZP
20130214090328.mat,0.449251383543015,0.0446070805191994,0.219724997878075,-1.18816149234772,203,22,16,180.10417175293,63.5866088867188,270.10418701171903,ZP
20130214090328.mat,0.44888818264007596,0.0540989711880684,0.17577999830245997,-1.19006264209747,203,22,16,180.105651855469,63.6037254333496,270.10565185546903,ZP
20130214090328.mat,0.449187785387039,0.0920658484101295,0.17577999830245997,-1.1900119781494098,203,22,16,180.10578918457,63.6208076477051,270.10577392578097,ZP
20130214090328.mat,0.44978031516075107,0.0540989711880684,0.17577999830245997,-1.1919219493866,203,22,16,180.10514831543,63.6378898620605,270.10516357421903,ZP
20130214090328.mat,0.44975507259368896,0.0351154170930386,0.17577999830245997,-1.19384288787842,203,22,16,180.10530090332,63.6549606323242,270.10528564453097,ZP
