DaqName,CFS.Accelerator.Pedal.Position,CFS.Brake.Pedal.Force,CFS.Steering.Wheel.Angle,SCC.Lane.Deviation.2,SCC.LogStreams.2,SCC.LogStreams.5,SCC.MenuSearch,VDS.Veh.Heading,VDS.Veh.Speed,VDS.Veh.Heading.Fixed,DosingLevel
20130725092339.mat,0.290977090597153,0.0195463858544827,0.0878899991512299,-0.0830372497439384,203,22,4,89.96258544921879,52.284641265869105,179.962585449219,ZP
20130725092339.mat,0.291357576847076,-0.00892883073538542,0.0878899991512299,-0.0810896828770638,203,22,4,89.9625625610352,52.2898635864258,179.962554931641,ZP
20130725092339.mat,0.291474759578705,0.010054724290967,0.0878899991512299,-0.0801158472895622,203,22,4,89.9624404907227,52.29508972167971,179.962432861328,ZP
20130725092339.mat,0.290986001491547,0.0195463858544827,0.0878899991512299,-0.0781627297401428,203,22,4,89.9623184204102,52.3003082275391,179.962310791016,ZP
20130725092339.mat,0.29092174768447904,0.0290380474179983,0.0878899991512299,-0.0762070342898369,203,22,4,89.9622268676758,52.3055191040039,179.962219238281,ZP
20130725092339.mat,0.291085183620453,0.0290380474179983,0.0878899991512299,-0.0742489472031593,203,22,4,89.9621124267578,52.3107414245605,179.962112426758,ZP
20130725092339.mat,0.291210651397705,-0.0184204913675785,0.0878899991512299,-0.0732652619481087,203,22,4,89.9619903564453,52.3159599304199,179.961990356445,ZP
20130725092339.mat,0.291164457798004,0.0575132630765438,0.0878899991512299,-0.0713031068444252,203,22,4,89.9618453979492,52.3211669921875,179.961853027344,ZP
20130725092339.mat,0.290626525878906,0.0385299399495125,0.0878899991512299,-0.0693394243717194,203,22,4,89.96163940429692,52.326389312744105,179.961639404297,ZP
20130725092339.mat,0.290350496768951,0.0764968171715736,0.0878899991512299,-0.0673746541142464,203,22,4,89.96176147460942,52.331600189209006,179.961761474609,ZP
20130725092339.mat,0.290562450885773,0.0195463858544827,0.0878899991512299,-0.0663856714963913,203,22,4,89.9628067016602,52.3368034362793,179.962799072266,ZP
20130725092339.mat,0.291213870048523,-0.00892883073538542,0.0878899991512299,-0.0644206032156944,203,22,4,89.9627456665039,52.342010498046896,179.962738037109,ZP
20130725092339.mat,0.29182395339012107,-0.0374038144946098,0.0878899991512299,-0.062460757791995995,203,22,4,89.9619979858398,52.3472213745117,179.962005615234,ZP
20130725092339.mat,0.29156231880188,0.000563062727451324,0.0878899991512299,-0.0605074837803841,203,22,4,89.9617462158203,52.352420806884794,179.96174621582,ZP
20130725092339.mat,0.290661573410034,0.0480216033756733,0.0878899991512299,-0.0585598610341549,203,22,4,89.9620590209961,52.357627868652294,179.962066650391,ZP
20130725092339.mat,0.29028916358947804,0.0575132630765438,0.0878899991512299,-0.0575927533209324,203,22,4,89.9623031616211,52.362819671630895,179.962310791016,ZP
20130725092339.mat,0.290722101926804,0.0195463858544827,0.0878899991512299,-0.0556512661278248,203,22,4,89.96224975585942,52.368015289306605,179.962249755859,ZP
20130725092339.mat,0.291348606348038,-0.0374038144946098,0.0878899991512299,-0.0537102073431015,203,22,4,89.9621124267578,52.373199462890604,179.962112426758,ZP
