DaqName,CFS.Accelerator.Pedal.Position,CFS.Brake.Pedal.Force,CFS.Steering.Wheel.Angle,SCC.Lane.Deviation.2,SCC.LogStreams.2,SCC.LogStreams.5,SCC.MenuSearch,VDS.Veh.Heading,VDS.Veh.Speed,VDS.Veh.Heading.Fixed,DosingLevel
20130620105350.mat,0.30458882451057395,-0.0642677024006844,0.13183499872684498,0.508987545967102,203,22,7,89.9534454345703,49.1526298522949,179.95344543457,YP
20130620105350.mat,0.305540919303894,-0.0357924811542034,0.0878899991512299,0.508852243423462,203,22,7,89.9533462524414,49.162139892578104,179.953338623047,YP
20130620105350.mat,0.305792927742004,-0.0832510218024254,0.0878899991512299,0.5087156891822809,203,22,7,89.95333862304692,49.1716232299805,179.953338623047,YP
20130620105350.mat,0.304793834686279,-0.0452841445803642,0.0439449995756149,0.512483716011047,203,22,7,89.9537200927734,49.181095123290994,179.953720092773,YP
20130620105350.mat,0.30388468503952,-0.0168089270591736,0.0439449995756149,0.512344062328339,203,22,7,89.95494842529301,49.190559387207,179.95495605468798,YP
20130620105350.mat,0.304180145263672,-0.0073172664269805,0.0878899991512299,0.516108572483063,203,22,7,89.95508575439449,49.2000045776367,179.955078125,YP
20130620105350.mat,0.30474835634231606,-0.0168089270591736,0.0878899991512299,0.515961527824402,203,22,7,89.95470428466801,49.209442138671896,179.95471191406202,YP
20130620105350.mat,0.30543848872184803,-0.0452841445803642,0.0878899991512299,0.515810251235962,203,22,7,89.9547958374023,49.2188720703125,179.954803466797,YP
20130620105350.mat,0.305282592773438,-0.0357924811542034,0.13183499872684498,0.519564211368561,203,22,7,89.95538330078121,49.2282829284668,179.955383300781,YP
20130620105350.mat,0.304059535264969,-0.0357924811542034,0.17577999830245997,0.5194150805473329,203,22,7,89.95584106445308,49.2376861572266,179.955841064453,YP
20130620105350.mat,0.30352181196212796,-0.0168089270591736,0.219724997878075,0.523179590702057,203,22,7,89.9558792114258,49.2470779418945,179.955871582031,YP
20130620105350.mat,0.30441617965698203,-0.0073172664269805,0.26366999745368996,0.52304881811142,203,22,7,89.9557571411133,49.256462097168,179.955749511719,YP
20130620105350.mat,0.30540388822555503,-0.0263008214533329,0.26366999745368996,0.526838660240173,203,22,7,89.9555816650391,49.265830993652294,179.95558166503898,YP
20130620105350.mat,0.305964410305023,-0.0927426815032959,0.351559996604919,0.526738941669464,203,22,7,89.95535278320308,49.27519226074221,179.955352783203,YP
20130620105350.mat,0.305112063884735,-0.0737593621015549,0.395504981279373,0.53056401014328,203,22,7,89.9547805786133,49.284542083740206,179.954772949219,YP
20130620105350.mat,0.304313063621521,-0.0357924811542034,0.439449995756149,0.5305024981498719,203,22,7,89.9538421630859,49.2938842773438,179.95384216308602,YP
20130620105350.mat,0.304411053657532,-0.0073172664269805,0.527339994907379,0.534367918968201,203,22,7,89.95275115966801,49.3032112121582,179.95275878906202,YP
