DaqName,CFS.Accelerator.Pedal.Position,CFS.Brake.Pedal.Force,CFS.Steering.Wheel.Angle,SCC.Lane.Deviation.2,SCC.LogStreams.2,SCC.LogStreams.5,SCC.MenuSearch,VDS.Veh.Heading,VDS.Veh.Speed,VDS.Veh.Heading.Fixed,DosingLevel
20130416102004.mat,0.0,0.0628211125731468,0.0439449995756149,0.0,101,11,18,-0.009246085770428179,0.00131915754172951,89.99075317382808,XP
20130416102004.mat,0.0,0.0153625756502151,0.0439449995756149,0.0,101,11,18,-0.00919310003519058,0.00157356937415898,89.9908065795898,XP
20130416102004.mat,0.0,0.0153625756502151,0.0439449995756149,0.0,101,11,18,-0.0111931003630161,0.00161693373229355,89.9888076782227,XP
20130416102004.mat,0.0,0.0248542372137308,0.0439449995756149,-0.563501179218292,101,11,18,-0.0100360400974751,0.00163806788623333,89.9899673461914,XP
20130416102004.mat,0.0,0.0058709136210382,0.0439449995756149,-0.56351113319397,101,11,18,-0.00810987129807472,0.00165285542607307,89.9918899536133,XP
20130416102004.mat,0.0,-0.00362097984179854,0.0439449995756149,-0.563517391681671,101,11,18,-0.00840056221932173,0.00165470491629094,89.9916000366211,XP
20130416102004.mat,0.0,-0.0226043034344912,0.0439449995756149,-0.5635204911231989,101,11,18,-0.00948692392557859,0.0016561481170356302,89.9905166625977,XP
20130416102004.mat,0.0,0.0058709136210382,0.0439449995756149,-0.563521385192871,101,11,18,-0.00959075056016445,0.00165180454496294,89.9904098510742,XP
20130416102004.mat,0.0,0.0628211125731468,0.0439449995756149,-0.563520789146423,101,11,18,-0.00898518599569798,0.00164563942234963,89.9910125732422,XP
20130416102004.mat,0.0,-0.0131126418709755,0.0439449995756149,-0.56351900100708,101,11,18,-0.008632019162178041,0.00163706147577614,89.9913711547852,XP
20130416102004.mat,0.0,-0.0131126418709755,0.0439449995756149,-0.563516438007355,101,11,18,-0.00868480559438467,0.00163333583623171,89.9913177490234,XP
20130416102004.mat,0.0,0.0058709136210382,0.0439449995756149,-0.5635133981704711,101,11,18,-0.0090606901794672,0.0016260588308796302,89.99093627929692,XP
20130416102004.mat,0.0,0.0343458987772465,0.0439449995756149,-0.563511788845062,101,11,18,-0.00889222137629986,0.00161616748664528,89.9911041259766,XP
20130416102004.mat,0.0,0.0153625756502151,0.0439449995756149,-0.5635066628456121,101,11,18,-0.00874400325119495,0.00161194603424519,89.9912567138672,XP
20130416102004.mat,0.0,-0.0415878593921661,0.0439449995756149,-0.563503265380859,101,11,18,-0.008649150840938091,0.00160580652300268,89.9913482666016,XP
20130416102004.mat,0.0,0.0248542372137308,0.0439449995756149,-0.5635000467300421,101,11,18,-0.00864356104284525,0.00159984140191227,89.9913558959961,XP
